acct_id,num_tx,avg_amount,std_amount,min_amount,max_amount,total_sent,first_step,last_step,num_unique_recipients,amount_cv,active_steps,tx_velocity,recipient_diversity,num_received,total_received,avg_received,num_unique_senders,is_sar
51,206.0,571.3335436893204,262.12174705206155,105.87,996.24,117694.71,1.0,31.0,51.0,0.4587893533343985,31.0,6.64516128817898,0.24757281552196247,648.0,345898.39,533.7938117283951,39.0,0
52,205.0,577.6769268292683,260.0252280781193,100.54,999.77,118423.77,1.0,31.0,50.0,0.4501222326826085,31.0,6.612903223673257,0.24390243901249256,1046.0,556599.93,532.1223040152964,40.0,0
53,206.0,531.5115533980583,273.59433095951545,101.05,990.95,109491.38,1.0,31.0,51.0,0.514747664853615,31.0,6.64516128817898,0.24757281552196247,802.0,449636.67,560.6442269326683,47.0,1
54,205.0,546.2204390243902,256.54687562594444,104.89,998.09,111975.19,1.0,31.0,45.0,0.4696764479913432,31.0,6.612903223673257,0.21951219511124329,454.0,253334.36,558.0051982378855,36.0,0
55,207.0,566.523381642512,256.20070632896477,107.71,997.97,117270.34,1.0,31.0,47.0,0.45223324336878007,31.0,6.677419352684703,0.22705314008564959,711.0,374843.2,527.2056258790436,32.0,1
56,205.0,546.6626829268293,276.180246326387,101.01,998.92,112065.85,1.0,31.0,38.0,0.5052114493030093,31.0,6.612903223673257,0.18536585364949434,515.0,280111.25,543.9053398058253,32.0,0
57,206.0,554.5244660194174,261.1984378234693,101.96,995.51,114232.04,1.0,31.0,45.0,0.47103140406723326,31.0,6.64516128817898,0.21844660193114335,333.0,184235.91,553.260990990991,29.0,0
58,206.0,542.4578640776699,249.76697278844415,107.94,992.09,111746.31999999999,1.0,31.0,46.0,0.460435711828998,31.0,6.64516128817898,0.22330097086294654,846.0,447067.86,528.4490070921986,32.0,0
59,206.0,557.6139805825243,270.2019163526843,100.07,998.55,114868.48,1.0,31.0,43.0,0.4845680448427171,31.0,6.64516128817898,0.208737864067537,397.0,220579.76,555.6165239294711,26.0,0
60,205.0,526.9790243902439,254.5708980776536,101.22,999.85,108030.7,1.0,31.0,41.0,0.48307595993480257,31.0,6.612903223673257,0.1999999999902439,633.0,354800.7,560.50663507109,29.0,0
61,206.0,552.3440291262135,250.19012995442847,100.44,993.51,113782.87,1.0,31.0,43.0,0.45296068529190003,31.0,6.64516128817898,0.208737864067537,549.0,285234.54,519.5528961748633,29.0,0
62,206.0,548.0855825242719,261.6383347824011,102.02,997.78,112905.63,1.0,31.0,49.0,0.47736766505081496,31.0,6.64516128817898,0.2378640776583561,960.0,526837.52,548.7890833333333,35.0,1
63,206.0,549.0589805825242,265.02823266345,100.45,994.52,113106.15,1.0,31.0,41.0,0.482695378877951,31.0,6.64516128817898,0.19902912620393062,491.0,274104.52,558.2576782077393,33.0,0
64,206.0,548.7847572815534,255.54051693957592,100.57,992.22,113049.66,1.0,31.0,43.0,0.46564798592577283,31.0,6.64516128817898,0.208737864067537,611.0,311547.83,509.89824877250413,30.0,0
65,206.0,555.1896601941747,251.3067430449967,101.14,998.49,114369.07,1.0,31.0,44.0,0.4526502582064964,31.0,6.64516128817898,0.2135922329993402,447.0,245597.15,549.4343400447427,36.0,0
66,206.0,534.6604854368932,276.66804444554884,113.92,992.66,110140.06,1.0,31.0,21.0,0.5174649183477573,31.0,6.64516128817898,0.1019417475678669,413.0,224592.43,543.8073365617433,22.0,0
67,206.0,530.7609708737864,246.04716660068155,102.53,996.74,109336.76,1.0,31.0,27.0,0.46357433967117223,31.0,6.64516128817898,0.13106796115868602,335.0,174048.0,519.5462686567164,16.0,0
68,206.0,523.2271844660195,255.3708412807232,104.79,997.91,107784.8,1.0,31.0,24.0,0.48806875647422965,31.0,6.64516128817898,0.11650485436327646,465.0,263716.72,567.1327311827956,22.0,0
69,205.0,548.4670731707317,261.9645171437767,101.78,996.77,112435.75,1.0,31.0,26.0,0.47763034456118336,31.0,6.612903223673257,0.12682926828649613,502.0,287733.69,573.1746812749004,24.0,0
70,206.0,550.2716019417476,259.79600722416114,110.24,995.3,113355.95,1.0,31.0,25.0,0.4721232320597606,31.0,6.64516128817898,0.12135922329507964,378.0,202912.27,536.8049470899471,20.0,0
71,206.0,569.4340291262137,266.75110638905414,102.43,994.82,117303.41,1.0,31.0,23.0,0.46844953539867373,31.0,6.64516128817898,0.11165048543147327,357.0,186219.07,521.6220448179272,19.0,0
72,205.0,564.2115121951219,258.29595697639,100.56,997.07,115663.36,1.0,31.0,24.0,0.45779987006448253,31.0,6.612903223673257,0.11707317072599642,440.0,239851.0,545.1159090909091,21.0,0
73,206.0,571.2133980582524,246.36559927564085,107.59,989.52,117669.96,1.0,31.0,23.0,0.43130220703647326,31.0,6.64516128817898,0.11165048543147327,312.0,170325.46,545.9149358974358,22.0,0
74,206.0,544.1270388349515,269.56302996945016,100.83,999.8,112090.17,1.0,31.0,24.0,0.4954045851896397,31.0,6.64516128817898,0.11650485436327646,271.0,139286.43,513.9720664206642,24.0,0
75,205.0,544.7911707317073,248.04849913698908,102.6,993.72,111682.19,1.0,31.0,24.0,0.4553093230187318,31.0,6.612903223673257,0.11707317072599642,612.0,318321.05,520.1324346405229,25.0,0
76,205.0,569.1699512195122,255.78971290866951,102.21,996.7,116679.84,1.0,31.0,27.0,0.44940832234048284,31.0,6.612903223673257,0.131707317066746,363.0,190042.4,523.5327823691459,20.0,0
77,206.0,554.163349514563,252.6950046258777,100.77,998.53,114157.65,1.0,31.0,25.0,0.45599371528751215,31.0,6.64516128817898,0.12135922329507964,433.0,229965.09,531.0972055427252,19.0,0
78,206.0,533.2780097087378,247.77521823644307,108.76,998.28,109855.27,1.0,31.0,25.0,0.46462673074992344,31.0,6.64516128817898,0.12135922329507964,242.0,121157.74,500.6518181818182,20.0,0
79,206.0,534.5066990291263,262.74673962615105,103.51,995.24,110108.38,1.0,31.0,27.0,0.4915686559186002,31.0,6.64516128817898,0.13106796115868602,283.0,154278.65,545.1542402826855,20.0,0
80,205.0,537.2428780487804,253.76305243743133,107.53,999.99,110134.79,1.0,31.0,25.0,0.47234326000626253,31.0,6.612903223673257,0.12195121950624628,383.0,210542.97,549.7205483028721,19.0,0
81,206.0,550.0296601941748,261.05730393523334,101.93,997.92,113306.11,1.0,31.0,25.0,0.4746240481619247,31.0,6.64516128817898,0.12135922329507964,483.0,255749.54,529.5021532091098,19.0,0
82,206.0,551.1049514563107,256.05847269286454,102.79,993.44,113527.62,1.0,31.0,25.0,0.4646274217126454,31.0,6.64516128817898,0.12135922329507964,66.0,37642.69,570.3437878787879,17.0,0
83,206.0,555.2277669902912,252.80988500831248,102.49,997.22,114376.92,1.0,31.0,24.0,0.4553264444502825,31.0,6.64516128817898,0.11650485436327646,180.0,98901.61,549.4533888888889,17.0,0
84,206.0,580.7286407766991,257.74037905461506,101.07,983.29,119630.1,1.0,31.0,27.0,0.443822399917215,31.0,6.64516128817898,0.13106796115868602,259.0,137540.49,531.0443629343629,18.0,0
85,206.0,537.1298058252428,250.8623629412151,104.6,972.2,110648.74,1.0,31.0,25.0,0.4670423428674217,31.0,6.64516128817898,0.12135922329507964,230.0,120161.43,522.4409999999999,14.0,0
86,206.0,557.2306796116505,270.76119043428196,108.62,997.75,114789.52,1.0,31.0,26.0,0.4859050306026292,31.0,6.64516128817898,0.12621359222688283,226.0,129007.74,570.8307079646017,17.0,0
87,206.0,557.1626699029126,252.7655997495294,101.37,975.74,114775.51,1.0,31.0,27.0,0.45366571272450457,31.0,6.64516128817898,0.13106796115868602,225.0,121800.34,541.3348444444445,18.0,0
88,205.0,549.3160487804878,257.01031679433237,106.0,988.93,112609.79,1.0,31.0,26.0,0.4678733078347717,31.0,6.612903223673257,0.12682926828649613,189.0,108342.73,573.2419576719576,17.0,0
89,206.0,569.0268446601941,254.04744935378903,107.74,997.55,117219.53,1.0,31.0,24.0,0.44645951545754226,31.0,6.64516128817898,0.11650485436327646,188.0,105052.78,558.7913829787234,19.0,0
90,205.0,550.6200487804878,245.80138480101294,111.57,997.73,112877.11,1.0,31.0,25.0,0.44640834517549677,31.0,6.612903223673257,0.12195121950624628,344.0,183547.54,533.5684302325582,20.0,0
91,206.0,569.8478155339806,257.3550030800389,118.14,995.41,117388.65,1.0,31.0,16.0,0.4516205837068377,31.0,6.64516128817898,0.07766990290885097,195.0,105331.18,540.1598974358974,18.0,0
92,205.0,539.4329268292682,272.50515020716745,108.4,998.64,110583.75,1.0,31.0,17.0,0.50516966363895,31.0,6.612903223673257,0.08292682926424746,510.0,271269.25,531.9004901960784,20.0,0
93,207.0,569.2091304347825,241.90955121520741,108.16,998.61,117826.29,1.0,31.0,19.0,0.4249923943176706,31.0,6.677419352684703,0.09178743960909239,248.0,139950.71,564.317379032258,15.0,1
94,206.0,547.9170388349514,268.15545317189225,108.6,998.69,112870.91,1.0,31.0,16.0,0.48940885966456393,31.0,6.64516128817898,0.07766990290885097,214.0,112510.92,525.7519626168224,15.0,0
95,206.0,570.206359223301,257.1514450694653,103.18,998.13,117462.51,1.0,31.0,18.0,0.45097961624845945,31.0,6.64516128817898,0.08737864077245734,249.0,140137.44,562.8009638554217,19.0,0
96,205.0,585.5953658536586,252.34241787559566,100.3,999.31,120047.05,1.0,31.0,17.0,0.43091600887830006,31.0,6.612903223673257,0.08292682926424746,181.0,97341.02,537.7956906077349,19.0,0
97,205.0,562.5549756097561,273.73856632873304,101.63,997.51,115323.77,1.0,31.0,18.0,0.4865987826828133,31.0,6.612903223673257,0.08780487804449733,223.0,119769.34,537.0822421524664,20.0,1
98,206.0,561.8230582524272,263.7145667663199,101.94,994.74,115735.55,1.0,31.0,17.0,0.46939078574297133,31.0,6.64516128817898,0.08252427184065415,466.0,259954.52,557.8423175965665,22.0,0
99,206.0,556.0873300970874,261.92504854215923,101.34,999.29,114553.99,1.0,31.0,18.0,0.4710142352851656,31.0,6.64516128817898,0.08737864077245734,310.0,173231.61,558.8116451612902,19.0,0
100,206.0,522.7805339805825,265.90908512755254,101.21,986.1,107692.79,1.0,31.0,17.0,0.5086438148294609,31.0,6.64516128817898,0.08252427184065415,108.0,62805.93,581.5363888888888,20.0,0
101,206.0,498.1143689320388,265.55304417126194,100.55,999.79,102611.56,1.0,31.0,17.0,0.5331166108202793,31.0,6.64516128817898,0.08252427184065415,204.0,109859.84,538.5286274509804,18.0,0
102,206.0,511.0793203883495,258.371973813374,101.09,996.26,105282.34,1.0,31.0,15.0,0.5055418278555893,31.0,6.64516128817898,0.07281553397704779,191.0,106262.4,556.3476439790576,17.0,0
103,206.0,542.6140291262136,279.7885451564451,101.61,989.47,111778.49,1.0,31.0,16.0,0.5156308722829006,31.0,6.64516128817898,0.07766990290885097,352.0,183684.14,521.8299431818182,19.0,1
104,205.0,555.7705853658537,266.48880959408285,100.87,997.43,113932.97,1.0,31.0,17.0,0.4794942672503317,31.0,6.612903223673257,0.08292682926424746,273.0,153649.03,562.8169597069597,19.0,0
105,206.0,547.8195145631068,254.6260664769405,100.17,998.2,112850.82,1.0,31.0,15.0,0.464799189702762,31.0,6.64516128817898,0.07281553397704779,203.0,107160.35,527.8834975369458,13.0,0
106,206.0,570.2463106796117,252.3927268210718,102.8,993.33,117470.74,1.0,31.0,18.0,0.442602998195372,31.0,6.64516128817898,0.08737864077245734,129.0,70631.77,547.5331007751938,11.0,0
107,206.0,555.771067961165,255.57476922653245,102.05,994.35,114488.84,1.0,31.0,16.0,0.4598561961123755,31.0,6.64516128817898,0.07766990290885097,85.0,47284.67,556.2902352941177,11.0,0
108,206.0,586.1200485436893,255.550380678401,105.68,999.55,120740.73,1.0,31.0,19.0,0.43600347967792175,31.0,6.64516128817898,0.09223300970426053,272.0,149347.79,549.0727573529412,16.0,1
109,189.0,550.5789417989417,267.65560174140785,6.27,999.65,104059.42,1.0,31.0,17.0,0.48613483265818025,31.0,6.0967741915816855,0.08994708994233083,74.0,42013.96,567.7562162162162,13.0,0
110,206.0,548.9645145631068,271.81386019777744,100.93,999.16,113086.69,1.0,31.0,17.0,0.4951392175305702,31.0,6.64516128817898,0.08252427184065415,239.0,128626.91,538.1879079497908,16.0,0
111,205.0,561.9026829268292,268.83759301438226,105.49,993.32,115190.05,1.0,31.0,18.0,0.4784415543440389,31.0,6.612903223673257,0.08780487804449733,367.0,194477.63,529.9117983651226,19.0,0
112,205.0,544.8446341463415,261.7399069640261,102.96,997.14,111693.15,1.0,31.0,17.0,0.4803936582202269,31.0,6.612903223673257,0.08292682926424746,326.0,177919.26,545.7646012269939,16.0,0
113,205.0,541.865756097561,253.6602010487982,101.49,998.53,111082.48,1.0,31.0,17.0,0.4681236970406492,31.0,6.612903223673257,0.08292682926424746,136.0,69151.95,508.4702205882353,16.0,0
114,206.0,577.206213592233,261.32644753955145,101.66,995.97,118904.48,1.0,31.0,16.0,0.452743649290716,31.0,6.64516128817898,0.07766990290885097,244.0,129477.88,530.6470491803279,18.0,0
115,171.0,482.21321637426905,259.356463899886,2.8,999.22,82458.46,1.0,31.0,18.0,0.5378460296973869,31.0,5.516129030478668,0.1052631578885811,52.0,27140.65,521.935576923077,12.0,0
116,206.0,575.5106310679612,263.8963919587915,104.09,997.11,118555.19,1.0,31.0,17.0,0.4585430358853666,31.0,6.64516128817898,0.08252427184065415,491.0,276971.75,564.097250509165,15.0,0
117,210.0,512.7300476190476,256.17940784408694,104.89,974.35,107673.31,1.0,31.0,22.0,0.4996379849956226,31.0,6.7741935462018725,0.1047619047569161,237.0,128776.91,543.3624894514768,18.0,1
118,205.0,528.582243902439,252.4145234080107,102.6,998.68,108359.36,1.0,31.0,17.0,0.4775312192473567,31.0,6.612903223673257,0.08292682926424746,544.0,280147.53,514.9770772058824,17.0,0
119,206.0,578.681213592233,265.2231248847694,102.62,993.29,119208.33,1.0,31.0,17.0,0.45832337157410347,31.0,6.64516128817898,0.08252427184065415,263.0,144371.57,548.9413307984792,16.0,0
120,206.0,583.4036893203884,269.93892975459136,103.79,997.05,120181.16,1.0,31.0,10.0,0.46269664503565006,31.0,6.64516128817898,0.04854368931803186,255.0,131211.34,514.5542745098039,12.0,0
121,103.0,609.3318446601942,267.8875582994886,108.25,998.38,62761.18,1.0,31.0,9.0,0.4396414870528963,31.0,3.32258064408949,0.08737864076821567,258.0,136352.76,528.4990697674419,10.0,0
122,205.0,539.1671219512195,263.13188066176576,105.55,996.73,110529.26,1.0,31.0,10.0,0.48803398787489854,31.0,6.612903223673257,0.04878048780249851,200.0,117640.85,588.20425,11.0,0
123,176.0,530.7806818181817,268.9129843214629,62.9,999.28,93417.4,1.0,31.0,10.0,0.5066367212070321,31.0,5.677419353007284,0.05681818181495351,28.0,15162.8,541.5285714285714,9.0,0
124,206.0,547.8991747572816,258.1043954451301,103.72,999.76,112867.23,1.0,31.0,10.0,0.4710800952652632,31.0,6.64516128817898,0.04854368931803186,143.0,81128.02,567.3288111888112,12.0,0
125,206.0,541.6653398058253,257.2043464747315,104.32,983.32,111583.06,1.0,31.0,10.0,0.4748399566458969,31.0,6.64516128817898,0.04854368931803186,174.0,96368.12,553.8397701149426,12.0,0
126,205.0,540.7233658536585,262.75880488948195,102.85,998.0,110848.29,1.0,31.0,10.0,0.4859394312834923,31.0,6.612903223673257,0.04878048780249851,127.0,62248.05,490.142125984252,9.0,0
127,103.0,544.7744660194176,256.14466603215044,107.06,978.85,56111.770000000004,1.0,31.0,8.0,0.4701847865577436,31.0,3.32258064408949,0.07766990290508059,164.0,85617.04,522.0551219512195,13.0,0
128,207.0,550.5902898550725,261.3940745068529,115.01,997.61,113972.19,1.0,31.0,11.0,0.4747524235687304,31.0,6.677419352684703,0.05314009661579033,150.0,82827.03,552.1802,11.0,1
129,206.0,561.7820873786408,268.0740988261926,100.42,998.94,115727.11,1.0,31.0,10.0,0.47718520195667785,31.0,6.64516128817898,0.04854368931803186,135.0,74349.45,550.7366666666667,10.0,0
130,206.0,527.2453398058252,249.09312726246822,102.68,991.09,108612.54,1.0,31.0,11.0,0.4724425394627105,31.0,6.64516128817898,0.05339805824983505,279.0,150721.71,540.221182795699,13.0,1
131,200.0,560.4173000000001,262.7283841515883,24.72,989.55,112083.46,1.0,31.0,10.0,0.4688084827982651,31.0,6.451612901144641,0.049999999997499996,28.0,15445.61,551.6289285714286,8.0,0
132,206.0,537.558640776699,264.02175502214357,103.94,993.4,110737.08,1.0,31.0,10.0,0.49114968115061197,31.0,6.64516128817898,0.04854368931803186,331.0,187572.62,566.6846525679758,10.0,0
133,206.0,545.6821844660194,261.312763569775,111.08,997.92,112410.53,1.0,31.0,10.0,0.4788735476506264,31.0,6.64516128817898,0.04854368931803186,382.0,203786.24,533.4718324607329,10.0,0
134,206.0,564.5600970873786,247.60081367530574,103.76,999.96,116299.38,1.0,31.0,10.0,0.4385729968311914,31.0,6.64516128817898,0.04854368931803186,153.0,82457.77,538.9396732026144,11.0,0
135,206.0,560.4959223300971,247.76357624562817,103.15,996.0,115462.16,1.0,31.0,10.0,0.4420434946452482,31.0,6.64516128817898,0.04854368931803186,208.0,108071.6,519.575,11.0,0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,118304.26,566.0490909090909,7.0,0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15319.47,510.649,7.0,0
